# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
581	38	eye	cokh	tʃokʰ	Bengali	305	t ʃ o kʰ	1 3 7 1	ACXN	TSUK	2	2.T.C 2.S.C 2.U.V 2.K.c	2.0 1.5 1.5 0.8	0	22	eye:22
582	38	eye	akhi	akʰi	Oriya	25	a kʰ i	7 1 7	XBZ	AKI	10	10.A.V 10.K.C 10.I.V	1.5 1.75 0.8	0	22	eye:22
583	38	eye	æsa	None	Sinhalese	25	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
584	38	eye	lō	None	Dhivehi	529	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
585	38	eye	jakh	None	Romani	25	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	22	eye:22
#
451	30	fat	fat	fæt	English	619	f æ t	3 7 1	AXN	BET	4	4.B.C 4.E.V 4.T.c	2.0 1.5 0.8	0	23	fat:23
452	30	fat	carbī	tʃəɾbiː	Hindi	-2	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	6	6.T.C 6.S.C 6.E.V 6.R.c 6.P.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	23	fat:23
453	30	fat	carbī	tʃaɾbiː	Urdu	-2	t ʃ a ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSARPI	15	15.T.C 15.S.C 15.A.V 15.R.c 15.P.C 15.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	23	fat:23
454	30	fat	cillo	None	Nepali	361	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
455	30	fat	carbī	None	Punjabi	-1	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
456	30	fat	carɓī	None	Sindhi	-1	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
457	30	fat	carbī	None	Gujarati	-1	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
458	30	fat	carbī	tʃəɾbiː	Marathi	-5	t ʃ ə ɾ b iː	1 3 7 5 1 7	ACXMBZ	TSERPI	8	8.T.C 8.S.C 8.E.V 8.R.c 8.P.C 8.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	23	fat:23
459	30	fat	vos	None	Konkani	361	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
460	30	fat	sorri	tɛl	Assamese	-1	t ɛ l	1 7 5	AXN	TEL	1	1.T.C 1.E.V 1.L.c	2.0 1.5 0.8	0	23	fat:23
461	30	fat	côrbi	tʃorbi	Bengali	-3	t ʃ o r b i	1 3 7 5 1 7	ACXMBZ	TSURPI	2	2.T.C 2.S.C 2.U.V 2.R.c 2.P.C 2.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	23	fat:23
462	30	fat	moṭa	None	Oriya	-3	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
463	30	fat	mēda	None	Sinhalese	399	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
464	30	fat	sarubī	None	Dhivehi	-1	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
465	30	fat	thulo	None	Romani	220	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	23	fat:23
#
511	34	feather	feather	ˈfɛðəɹ	English	669	ˈf ɛ ð ə ɹ	3 7 3 7 5	AXBYN	BEDER	4	4.B.C 4.E.V 4.D.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	0	24	feather:24
512	34	feather	paṅkh	pəŋkʰ	Hindi	26	p ə ŋ kʰ	1 7 4 1	AXLN	PENK	6	6.P.C 6.E.V 6.N.c 6.K.c	2.0 1.5 1.1 0.8	0	24	feather:24
513	34	feather	par	puɾ	Urdu	26	p u ɾ	1 7 5	AXN	PYR	15	15.P.C 15.Y.V 15.R.c	2.0 1.5 0.8	0	24	feather:24
514	34	feather	pwā̃kh	None	Nepali	26	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
515	34	feather	pant	None	Punjabi	26	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
516	34	feather	khambhu	None	Sindhi	119	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
517	34	feather	pī̃chũ	None	Gujarati	250	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
518	34	feather	pīs	pis	Marathi	26	p i s	1 7 3	AXN	PIS	8	8.P.C 8.I.V 8.S.c	2.0 1.5 0.8	0	24	feather:24
519	34	feather	pāk	pɑːk	Konkani	26	p ɑː k	1 7 1	AXN	PAK	7	7.P.C 7.A.V 7.K.c	2.0 1.5 0.8	0	24	feather:24
520	34	feather	pakhi	pakʰi	Assamese	26	p a kʰ i	1 7 1 7	AXBZ	PAKI	1	1.P.C 1.A.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	0	24	feather:24
521	34	feather	pôr	pɔɾ	Bengali	306	p ɔ ɾ	1 7 5	AXN	PUR	2	2.P.C 2.U.V 2.R.c	2.0 1.5 0.8	0	24	feather:24
522	34	feather	pôrô	pɔɾɔ	Oriya	306	p ɔ ɾ ɔ	1 7 5 7	AXBZ	PURU	10	10.P.C 10.U.V 10.R.C 10.U.V	2.0 1.5 1.75 0.8	0	24	feather:24
523	34	feather	pihāṭu	None	Sinhalese	250	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
524	34	feather	dūnifat̊	None	Dhivehi	250	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	24	feather:24
525	34	feather	por	pɔɹ	Romani	-5	p ɔ ɹ	1 7 5	AXN	PUR	12	12.P.C 12.U.V 12.R.c	2.0 1.5 0.8	0	24	feather:24
#
901	60	fire	fire	ˈfaɪə	English	727	ˈf aɪə	3 7	AX	BA	4	4.B.C 4.A.V	2.0 1.5	0	25	fire:25
902	60	fire	āg	ɑːɡ	Hindi	27	ɑː ɡ	7 1	XN	AK	6	6.A.V 6.K.c	1.5 0.8	0	25	fire:25
903	60	fire	āg	ɑːɡ	Urdu	27	ɑː ɡ	7 1	XN	AK	15	15.A.V 15.K.c	1.5 0.8	0	25	fire:25
904	60	fire	āgo	äɡo	Nepali	27	ä ɡ o	7 1 7	XBZ	AKU	9	9.A.V 9.K.C 9.U.V	1.5 1.75 0.8	0	25	fire:25
905	60	fire	agga	None	Punjabi	27	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	25	fire:25
906	60	fire	bāhi	None	Sindhi	679	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	25	fire:25
907	60	fire	āga	None	Gujarati	27	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	25	fire:25
908	60	fire	āg	ɑːɡ	Marathi	27	ɑː ɡ	7 1	XN	AK	8	8.A.V 8.K.c	1.5 0.8	0	25	fire:25
909	60	fire	ujo	uːzɔː	Konkani	334	uː z ɔː	7 3 7	XBZ	YSU	7	7.Y.V 7.S.C 7.U.V	1.5 1.75 0.8	0	25	fire:25
910	60	fire	zui	zui	Assamese	334	z ui	3 7	AX	SY	1	1.S.C 1.Y.V	2.0 1.5	0	25	fire:25
911	60	fire	agun	aɡun	Bengali	-4	a ɡ u n	7 1 7 4	XBYN	AKYN	2	2.A.V 2.K.C 2.Y.V 2.N.c	1.5 1.75 1.3 0.8	0	25	fire:25
912	60	fire	niam̐	None	Oriya	673	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	25	fire:25
913	60	fire	gini	None	Sinhalese	-2	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	25	fire:25
914	60	fire	alifān̊	əlifəːn	Dhivehi	531	ə l i f əː n	7 5 7 3 7 4	XBYBYN	ELIBEN	3	3.E.V 3.L.C 3.I.V 3.B.C 3.E.V 3.N.c	1.5 1.75 1.3 1.75 1.3 0.8	0	25	fire:25
915	60	fire	jag	dʒæɡ	Romani	27	d ʒ æ ɡ	1 3 7 1	ACXN	TSEK	12	12.T.C 12.S.C 12.E.V 12.K.c	2.0 1.5 1.5 0.8	0	25	fire:25
#
256	17	fish	fish	fɪʃ	English	736	f ɪ ʃ	3 7 3	AXN	BIS	4	4.B.C 4.I.V 4.S.c	2.0 1.5 0.8	0	26	fish:26
257	17	fish	machlī	mətʃʰliː	Hindi	28	m ə t ʃʰ l iː	4 7 1 3 5 7	AXBCCZ	METSLI	6	6.M.C 6.E.V 6.T.C 6.S.C 6.L.C 6.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	26	fish:26
258	17	fish	machlī	mətʃʰliː	Urdu	28	m ə t ʃʰ l iː	4 7 1 3 5 7	AXBCCZ	METSLI	15	15.M.C 15.E.V 15.T.C 15.S.C 15.L.C 15.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	26	fish:26
259	17	fish	māchā	mätsʰä	Nepali	28	m ä t sʰ ä	4 7 1 3 7	AXBCZ	MATSA	9	9.M.C 9.A.V 9.T.C 9.S.C 9.A.V	2.0 1.5 1.75 1.5 0.8	0	26	fish:26
260	17	fish	macchī	mətʃʰːiː	Punjabi	28	m ə t ʃʰː iː	4 7 1 3 7	AXBCZ	METSI	11	11.M.C 11.E.V 11.T.C 11.S.C 11.I.V	2.0 1.5 1.75 1.5 0.8	0	26	fish:26
261	17	fish	machī	None	Sindhi	28	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
262	17	fish	māchlī	None	Gujarati	28	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
263	17	fish	māsā	None	Marathi	28	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
264	17	fish	māsoḷī	None	Konkani	28	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
265	17	fish	mas	mas	Assamese	28	m a s	4 7 3	AXN	MAS	1	1.M.C 1.A.V 1.S.c	2.0 1.5 0.8	0	26	fish:26
266	17	fish	mach	mas	Bengali	28	m a s	4 7 3	AXN	MAS	2	2.M.C 2.A.V 2.S.c	2.0 1.5 0.8	0	26	fish:26
267	17	fish	machô	matʃʰɔ	Oriya	28	m a t ʃʰ ɔ	4 7 1 3 7	AXBCZ	MATSU	10	10.M.C 10.A.V 10.T.C 10.S.C 10.U.V	2.0 1.5 1.75 1.5 0.8	0	26	fish:26
268	17	fish	māḷuwā	None	Sinhalese	-3	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
269	17	fish	mas	None	Dhivehi	28	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	26	fish:26
270	17	fish	maćho	matʃʰo	Romani	28	m a t ʃʰ o	4 7 1 3 7	AXBCZ	MATSU	12	12.M.C 12.A.V 12.T.C 12.S.C 12.U.V	2.0 1.5 1.75 1.5 0.8	0	26	fish:26
#
631	42	foot	foot	fʊt	English	833	f ʊ t	3 7 1	AXN	BYT	4	4.B.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	27	foot:27
632	42	foot	pair	pɛːɾ	Hindi	30	p ɛː ɾ	1 7 5	AXN	PER	6	6.P.C 6.E.V 6.R.c	2.0 1.5 0.8	0	27	foot:27
633	42	foot	pair	pɑːũː	Urdu	30	p ɑːũː	1 7	AX	PA	15	15.P.C 15.A.V	2.0 1.5	0	27	foot:27
634	42	foot	pāu	kʰuʈʈä	Nepali	30	kʰ u ʈʈ ä	1 7 1 7	AXBZ	KYTA	9	9.K.C 9.Y.V 9.T.C 9.A.V	2.0 1.5 1.75 0.8	0	27	foot:27
635	42	foot	pair	pɛːɾ	Punjabi	30	p ɛː ɾ	1 7 5	AXN	PER	11	11.P.C 11.E.V 11.R.c	2.0 1.5 0.8	0	27	foot:27
636	42	foot	peru	None	Sindhi	30	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
637	42	foot	pagno	None	Gujarati	30	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
638	42	foot	pāūl	None	Marathi	30	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
639	42	foot	pāy	paj	Konkani	30	p a j	1 7 6	AXN	PAJ	7	7.P.C 7.A.V 7.J.c	2.0 1.5 0.8	0	27	foot:27
640	42	foot	bhori	bʱoɹi	Assamese	30	bʱ o ɹ i	1 7 5 7	AXBZ	PURI	1	1.P.C 1.U.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	0	27	foot:27
641	42	foot	pa	pa	Bengali	30	p a	1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	0	27	foot:27
642	42	foot	padô	None	Oriya	30	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
643	42	foot	paya	None	Sinhalese	30	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
644	42	foot	faitila	None	Dhivehi	30	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
645	42	foot	punro	None	Romani	596	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	27	foot:27
#
1081	72	full	full	fʊl	English	893	f ʊ l	3 7 5	AXN	BYL	4	4.B.C 4.Y.V 4.L.c	2.0 1.5 0.8	0	28	full:28
1082	72	full	pūrā	puːɾɑː	Hindi	31	p uː ɾ ɑː	1 7 5 7	AXBZ	PYRA	6	6.P.C 6.Y.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	28	full:28
1083	72	full	pūrā	puːɾɑː	Urdu	31	p uː ɾ ɑː	1 7 5 7	AXBZ	PYRA	15	15.P.C 15.Y.V 15.R.C 15.A.V	2.0 1.5 1.75 0.8	0	28	full:28
1084	72	full	bharī	None	Nepali	31	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1085	72	full	pūrā	None	Punjabi	31	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1086	72	full	bharyal	None	Sindhi	31	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1087	72	full	bharelũ	None	Gujarati	32	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1088	72	full	sampūrṇa	səmpuːɾɳ	Marathi	31	s ə m p uː ɾ ɳ	3 7 4 1 7 5 4	AXMBYLN	SEMPYRN	8	8.S.C 8.E.V 8.M.c 8.P.C 8.Y.V 8.R.c 8.N.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	0	28	full:28
1089	72	full	purāy	None	Konkani	31	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1090	72	full	bhora	None	Assamese	32	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1091	72	full	bhôra	bʰɔra	Bengali	31	bʰ ɔ r a	1 7 5 7	AXBZ	PURA	2	2.P.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	28	full:28
1092	72	full	purṇṇô	None	Oriya	32	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1093	72	full	pura	None	Sinhalese	32	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1094	72	full	furifai	None	Dhivehi	32	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	28	full:28
1095	72	full	pherdo	None	Romani	31	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	28	full:28
#
1111	74	good	good	ɡʊd	English	919	ɡ ʊ d	1 7 1	AXN	KYT	4	4.K.C 4.Y.V 4.T.c	2.0 1.5 0.8	0	29	good:29
1112	74	good	acchā	ətʃtʃʰɑː	Hindi	34	ə t ʃ t ʃʰ ɑː	7 1 3 1 3 7	XBYBCZ	ETSTSA	6	6.E.V 6.T.C 6.S.V 6.T.C 6.S.C 6.A.V	1.5 1.75 1.3 1.75 1.5 0.8	0	29	good:29
1113	74	good	acchā	ətʃtʃʰɑː	Urdu	34	ə t ʃ t ʃʰ ɑː	7 1 3 1 3 7	XBYBCZ	ETSTSA	15	15.E.V 15.T.C 15.S.V 15.T.C 15.S.C 15.A.V	1.5 1.75 1.3 1.75 1.5 0.8	0	29	good:29
1114	74	good	rāmro	rämro	Nepali	362	r ä m r o	5 7 4 5 7	AXBCZ	RAMRU	9	9.R.C 9.A.V 9.M.C 9.R.C 9.U.V	2.0 1.5 1.75 1.5 0.8	0	29	good:29
1115	74	good	caṅgā	tʃəŋɡɑː	Punjabi	34	t ʃ ə ŋ ɡ ɑː	1 3 7 4 1 7	ACXMBZ	TSENKA	11	11.T.C 11.S.C 11.E.V 11.N.c 11.K.C 11.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	29	good:29
1116	74	good	suṭho	None	Sindhi	120	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1117	74	good	sārũ	None	Gujarati	184	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1118	74	good	cāṅgle	None	Marathi	120	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1119	74	good	barẽ	None	Konkani	120	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1120	74	good	bhal	bʱal	Assamese	184	bʱ a l	1 7 5	AXN	PAL	1	1.P.C 1.A.V 1.L.c	2.0 1.5 0.8	0	29	good:29
1121	74	good	bhalo	bʱalo	Bengali	184	bʱ a l o	1 7 5 7	AXBZ	PALU	2	2.P.C 2.A.V 2.L.C 2.U.V	2.0 1.5 1.75 0.8	0	29	good:29
1122	74	good	bhôlô	None	Oriya	184	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1123	74	good	hoⁿda	None	Sinhalese	402	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1124	74	good	raⁿgaḷu	None	Dhivehi	533	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	29	good:29
1125	74	good	laćho	None	Romani	34	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	29	good:29
#
976	65	green	green	ɡɹiːn	English	955	ɡ ɹ iː n	1 5 7 4	ACXN	KRIN	4	4.K.C 4.R.C 4.I.V 4.N.c	2.0 1.5 1.5 0.8	0	30	green:30
977	65	green	harā	ɦəˈɾaː	Hindi	35	ɦ ə ˈɾ aː	3 7 5 7	AXBZ	HERA	6	6.H.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	30	green:30
978	65	green	sabz	sabz	Urdu	35	s a b z	3 7 1 3	AXBC	SAPS	15	15.S.C 15.A.V 15.P.C 15.S.C	2.0 1.5 1.75 1.5	0	30	green:30
979	65	green	hariyo	ɦʌɾijo	Nepali	35	ɦ ʌ ɾ i j o	3 7 5 7 6 7	AXBYBZ	HERIJU	9	9.H.C 9.E.V 9.R.C 9.I.V 9.J.C 9.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	30	green:30
980	65	green	harā	None	Punjabi	35	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	30	green:30
981	65	green	sāo	None	Sindhi	160	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	30	green:30
982	65	green	līlo	None	Gujarati	253	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	30	green:30
983	65	green	hirve	None	Marathi	35	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	30	green:30
984	65	green	pācvoẽ	None	Konkani	612	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	30	green:30
985	65	green	xeuzia	xɛuzia	Assamese	-2	x ɛu z ia	3 7 3 7	AXBZ	GESI	1	1.G.C 1.E.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	30	green:30
986	65	green	śôbuj	None	Bengali	-5	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	30	green:30
987	65	green	sôbujô	None	Oriya	-4	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	30	green:30
988	65	green	koḷa	None	Sinhalese	404	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	30	green:30
989	65	green	fehikulaige	None	Dhivehi	534	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	30	green:30
990	65	green	zèleno	None	Romani	-6	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	30	green:30
#
526	35	hair	hair	hɛə	English	989	h ɛə	3 7	AX	HE	4	4.H.C 4.E.V	2.0 1.5	0	31	hair:31
527	35	hair	bāl	bɑːl	Hindi	36	b ɑː l	1 7 5	AXN	PAL	6	6.P.C 6.A.V 6.L.c	2.0 1.5 0.8	0	31	hair:31
528	35	hair	bāl	baːla	Urdu	36	b aː l a	1 7 5 7	AXBZ	PALA	15	15.P.C 15.A.V 15.L.C 15.A.V	2.0 1.5 1.75 0.8	0	31	hair:31
529	35	hair	kapāl	kɐjɕɐ	Nepali	36	k ɐ j ɕ ɐ	1 7 6 3 7	AXMBZ	KEJSE	9	9.K.C 9.E.V 9.J.c 9.S.C 9.E.V	2.0 1.5 1.1 1.75 0.8	0	31	hair:31
530	35	hair	vāl	ʋɑːl	Punjabi	36	ʋ ɑː l	6 7 5	AXN	WAL	11	11.W.C 11.A.V 11.L.c	2.0 1.5 0.8	0	31	hair:31
531	35	hair	vāra	ʋɑːɾ	Sindhi	36	ʋ ɑː ɾ	6 7 5	AXN	WAR	13	13.W.C 13.A.V 13.R.c	2.0 1.5 0.8	0	31	hair:31
532	35	hair	vāḷ	None	Gujarati	36	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	31	hair:31
533	35	hair	kes	kɛːs	Marathi	185	k ɛː s	1 7 3	AXN	KES	8	8.K.C 8.E.V 8.S.c	2.0 1.5 0.8	0	31	hair:31
534	35	hair	kes	kɛːs	Konkani	185	k ɛː s	1 7 3	AXN	KES	7	7.K.C 7.E.V 7.S.c	2.0 1.5 0.8	0	31	hair:31
535	35	hair	suli	suli	Assamese	308	s u l i	3 7 5 7	AXBZ	SYLI	1	1.S.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	31	hair:31
536	35	hair	cul	tʃul	Bengali	308	t ʃ u l	1 3 7 5	ACXN	TSYL	2	2.T.C 2.S.C 2.Y.V 2.L.c	2.0 1.5 1.5 0.8	0	31	hair:31
537	35	hair	baḷô	None	Oriya	308	N o n e	0 7 4 7	AXBZ	0UNE	10	10.0.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	1	31	hair:31
538	35	hair	kes	None	Sinhalese	185	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	31	hair:31
539	35	hair	istaṣi	None	Dhivehi	535	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	31	hair:31
540	35	hair	bal	bal	Romani	36	b a l	1 7 5	AXN	PAL	12	12.P.C 12.A.V 12.L.c	2.0 1.5 0.8	0	31	hair:31
#
